name,program_number,model_type,lat,lon,address,phone,contract_type,school_district,boro,zip,levelofcare
"SUNSHINE ABC II",1600065,PP,40.75663350,-73.82318110,"142-15 FRANKLIN AVENUE FLUSHING, NY 11355",(718) 445-5980,PP,25,QN,11355,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"KIDS PALACE",1600062,PP,40.71163210,-73.81432740,"84-75  DANIELS STREET JAMAICA, NY 11435",(718) 658-7818,PP,28,QN,11435,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"PRECIOUS EARLY CHILDHOOD ACAD",1600071,PP,40.66031920,-73.91966370,"9624 KINGS HIGHWAY BROOKLYN, NY 11212",,PP,18,BK,11212,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.11,2.0],[1.0,5.0,12.0,2.0]]"
"CLAREMONT NEIGHBORHOOD CENTERS",1600066,PP,40.83302330,-73.90525030,"489  EAST 169 STREET BRONX, NY 10456",(718) 588-1000,PP,09,BX,10456,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"FIRST CHOICE ACADEMY DAY CARE",1600068,PP,40.65042770,-73.92278230,"192 EAST 58TH STREET-BMT BROOKLYN, NY 11203",(718) 451-3565,PP,18,BK,11203,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"HIGHBRIDGE ADVISORY COUNCIL HS",1600077,GH,40.82841840,-73.92523090,"880 RIVER AVENUE BRONX, NY 10454",(718) 742-2369,FF,09,BX,10454,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"STAR AMERICA, INC",1600083,PP,40.74358300,-73.88424150,"80-07 BROADWAY ELMHURST, NY 11373",,PP,24,QN,11373,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"TRADITIONAL CHILD CARE CTR.",1600089,GC,40.66184690,-73.92284390,"1112 WINTHROP STREET BROOKLYN, NY 11212",,FF,18,BK,11212,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"CONGREGATION ZERA KODESH",1600072,PP,40.63637180,-73.99264810,"1237 48TH STREET BROOKLYN, NY 11219",,PP,15,BK,11219,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"NORTHEAST BRONX DC CTR, INC",1600097,PP,40.90140420,-73.89820150,"5401 POST ROAD BRONX, NY 10471",,PP,10,BX,10471,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"OYSTER BABIES, INC",1600099,PP,40.87372540,-73.53310600,"15 SHORE AVENUE OYSTER BAY, NY 11771",,PP,,NA,11771,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"FOREVER YOUNG DAY CARE INC.",1600086,PP,40.64196500,-73.93401820,"4503 AVENUE D BROOKLYN, NY 11203",(718) 859-8570,PP,18,BK,11203,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,2.0,5.0,2.0],[0.0,5.0,12.11,2.0]]"
"ALL CHILDREN'S CHILD CARE",1600098,PP,40.76017200,-73.93289900,"35-01 24TH STREET LONG ISLAND CITY, NY 11106",(718) 707-0501,PP,30,QN,11106,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"LITTLE HEARTS DAYCARE ASP",1600100,PP,40.63191750,-73.94335520,"3403 AVENUE  H BROOKLYN, NY 11210",       ,PP,22,BK,11210,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"LIBERTY CHRISTIAN ACADEMY",1600104,PP,40.84002300,-73.86965700,"1600 ADAMS STREET BRONX, NY 10460",,PP,11,BX,10460,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,4.0,5.11,2.0],[1.0,5.09,12.11,2.0]]"
"SAN JOSE DAY NURSERY",1600101,PP,40.74511480,-74.00437100,"432  WEST 20 STREET NEW YORK, NY 10011",,PP,02,MN,10011,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"CNC CARE CENTER",1600103,PP,40.65571000,-73.95273100,"647  ROGERS AVENUE BROOKLYN, NY 11226",(718) 284-0172,PP,17,BK,11226,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,6.0,0.0],[0.0,0.0,0.0,0.0]]"
"NOAH'S ARK PROGRESSIVE LEARNIN",1600105,PP,40.76591070,-73.77220660,"38-20 BELL BLVD. BAYSIDE, NY 11361",,PP,26,QN,11361,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"TRUE DELIVERANCE CHRISTIAN SCH",1600109,PP,40.69354930,-73.76430370,"188-15 TURIN DRIVE SAINT ALBANS, NY 11412",,PP,29,QN,11412,"[[1.0,0.02,1.06,2.0],[1.0,1.06,2.11,2.0],[1.0,2.0,5.0,2.0],[0.0,0.0,0.0,2.0]]"
"LITTLE ANGELS DAY CARE CTR#4",1600110,PP,40.65690230,-73.92817350,"899 CLARKSON AVENUE BROOKLYN, NY 11203",,PP,18,BK,11203,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,6.0,2.0],[0.0,0.0,0.0,2.0]]"
"DISTRICT 31 LATCHKEY #41",1600112,PP,40.57392250,-74.10908050,"216 CLAWSON ST STATEN ISLAND, NY 10306",,PP,31,SI,10306,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY #11",1600114,PP,40.59070920,-74.09790390,"50  JEFFERSON ST. STATEN ISLAND, NY 10304",,PP,31,SI,10304,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"DISTRICT 31 LATCHKEY#36",1600137,PP,40.54323820,-74.18257830,"255 IONIA AV STATEN ISLAND, NY 10312",,PP,31,SI,10312,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY#38",1600138,PP,40.57493800,-74.09942500,"421 LINCOLN AV STATEN ISLAND, NY 10306",,PP,31,SI,10306,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY#45",1600140,PP,40.62830580,-74.10751610,"58 LAWRENCE AV STATEN ISLAND, NY 10310",(718) 442-6123,PP,31,SI,10310,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY#46",1600141,PP,40.59421070,-74.08052120,"41  REID AV STATEN ISLAND, NY 10305",,PP,31,SI,10305,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,5.0,12.11,0.0]]"
"DISTRICT 31 LATCHKEY #52",1600144,PP,40.58243720,-74.08869640,"450 BUEL AV STATEN ISLAND, NY 10305",,PP,31,SI,10305,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY #55",1600146,PP,40.53638900,-74.16342190,"54 OSBORN STR. STATEN ISLAND, NY 10312",,PP,31,SI,10312,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,11.0,0.0]]"
"DISTRICT 31 LATCHKEY #56",1600147,PP,40.54225890,-74.21402130,"250 VAMER AV STATEN ISLAND, NY 10309",,PP,31,SI,10309,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,11.0,0.0]]"
"CYPRESS HILLS CHILD CARE CTR",0323101,GC,40.68394860,-73.87368080,"108 PINE STREET BROOKLYN, NY 11208",(718) 647-5005,FF,19,BK,11208,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.09,0.0],[0.0,0.0,0.0,0.0]]"
"EL-SHADDAI PRESCHOOL",1600149,PP,40.86828170,-73.86316770,"2910 BARNES AVENUE BRONX, NY 10467",(718) 515-5004,PP,11,BX,10467,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"DISTRICT 31 LATCHKEY #8",1600156,PP,40.54809650,-74.15211220,"100 LINDENWOOD ROAD STATEN ISLAND, NY 10308",,PP,31,SI,10308,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,11.0,0.0]]"
"OUR CHILDREN'S LEARNING CTR.",1600158,PP,40.65226820,-73.92309470,"5735 KINGS HIGHWAY BROOKLYN, NY 11203",,PP,18,BK,11203,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"VERNON AVE. CHILDREN'S SCHOOL",1600161,PP,40.69597440,-73.93543510,"386 VERNON AVENUE BROOKLYN, NY 11206",(718) 455-8892,PP,14,BK,11206,"[[1.0,0.0,1.11,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,6.0,2.0],[1.0,5.0,12.11,2.0]]"
"LIC YMCA EARLY CHILD CARE PRO",1600164,PP,40.74477100,-73.93244900,"32-23 QUEENS BLVD LONG ISLAND CITY, NY 11101",(718) 392-7932,PP,30,QN,11101,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.0,2.0],[1.0,5.0,12.11,2.0]]"
"D'S SUNSHINE PRESCHOOL",1600167,PP,40.67710200,-73.79052100,"121-07 SUTPHIN BOULEVARD ROCHDALE VILLAG, NY 11434",(718) 659-3855,PP,27,QN,11434,"[[1.0,0.0,0.0,0.0],[0.0,2.0,2.11,0.0],[0.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"STATEN ISL EARLY CHILDHOOD CTR",1600170,PP,40.63828800,-74.07685190,"467 ST. MARKS PLACE STATEN ISLAND, NY 10301",(718) 376-2012,PP,31,SI,10301,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"YESHIVA CHADASHA SEFARADIT",1600174,PP,40.72935780,-73.84734250,"66-35 108 STREET FOREST HILLS, NY 11375",(718) 268-3444,PP,28,QN,11375,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.09,12.11,2.0]]"
"THE CRAYON BOX",1600175,PP,40.75622360,-73.78925560,"44-10 192ND STREET- 1ST FL FLUSHING, NY 11358",,PP,25,QN,11358,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"HAPPY SCHOOL PRESCHOOL",1600176,PP,40.60613710,-73.97323370,"1717 DAHILL ROAD BROOKLYN, NY 11223",,PP,21,BK,11223,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"BROOKLYN CHINESE-AMERICAN",1600180,PP,40.63847400,-74.00588970,"812 54TH STREET BROOKLYN, NY 11220",,PP,20,BK,11220,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"B W Y   INC.",1600183,PP,40.74721250,-73.88805050,"77-14 ROOSEVELT AVE. JACKSON HEIGHTS, NY 11372",(718) 205-4855,PP,30,QN,11372,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"JASMIN EDUCATIONAL ENT. INC",1600181,PP,40.86408650,-73.89940500,"2500 JEROME AVE. BRONX, NY 10468",(718) 543-4884,PP,10,BX,10468,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"LITTLE PARADISE,INC",1600182,PP,40.64405960,-73.93194920,"4714 CLARENDON ROAD BROOKLYN, NY 11203",,PP,18,BK,11203,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"SANCTIFIED LEARNING CENTER",1600188,PP,40.66230310,-73.94810250,"404 LEFFERTS AVENUE BROOKLYN, NY 11225",,PP,17,BK,11225,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"MOSHOLU MONTEFIORE/ROCHAMBEAU",1600189,PP,40.87396910,-73.88015560,"3130  ROCHAMBEAU AVENUE BRONX, NY 10467",(718) 654-0563,PP,10,BX,10467,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,2.0,5.0,0.0],[0.0,0.0,0.0,0.0]]"
"WORKING PARENTS ALLIANCE, INC.",1600197,PP,40.61381400,-73.93899910,"3301 QUENTIN ROAD BROOKLYN, NY 11234",(718) 965-4757,PP,22,BK,11234,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"YOUNG WORLD LEARNING CTR",1600200,PP,40.65833300,-73.93432600,"628 SCHNECTADY AVENUE BROOKLYN, NY 11203",,PP,18,BK,11203,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,2.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"KIND START PRESCHOOL",1600205,PP,40.60804390,-74.00339280,"7702 NEW UTRECHT AVE.,1ST BROOKLYN, NY 11214",(718) 621-5382,PP,20,BK,11214,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"TREMONT UNTD.METHODIST D.C",1600207,PP,40.84814610,-73.89773350,"1951 WASHINGTON AVE. BRONX, NY 10457",(347) 589-8652,PP,09,BX,10457,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,4.0,12.11,2.0]]"
"RENA DAY CARE CTR.P.S.4",1600216,PP,40.83484740,-73.94120360,"500 WEST. 160 TH STREET NEW YORK, NY 10032",(212) 795-4444,PP,06,MN,10032,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"THE CHILDREN'S AID SOC. #5",1600222,PP,40.85891950,-73.92242770,"3703 10 AVENUE NEW YORK, NY 10034",,PP,06,MN,10034,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"THE CHILDREN'S AID SOC. #218",1600223,PP,40.86081960,-73.93006630,"4600 BROADWAY NEW YORK, NY 10040",(212) 569-2880,PP,06,MN,10040,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"WHEDCO AT URBAN HORIZONS",1600225,PP,40.83569370,-73.91966260,"1220 GERARD AVENUE BRONX, NY 10452",(718) 839-1122,PP,09,BX,10452,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"UAU PS18 BEAC CTR",1600226,PP,40.63654340,-74.11688170,"221 BROADWAY STATEN ISLAND, NY 10310",,PP,31,SI,10310,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"ASPIRA -PROJ.BEAM ONE",1600232,PP,40.81020730,-73.91839010,"345  BROOK AVE. BRONX, NY 10454",(718) 585-3353,PP,07,BX,10454,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"SIC/ HIGHBR. ADV. CNCL. S.A.",1600233,PP,40.84229630,-73.92442690,"1399 OGDEN AVE. BRONX, NY 10452",(718) 992-1321,PP,09,BX,10452,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"HIGHBR. ADVIS. CNCL. S.A.",1600234,PP,40.85199260,-73.92249850,"28 RICHMAN PLAZA BRONX, NY 10452",,PP,09,BX,10452,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,3.0,6.0,2.0],[1.0,6.0,10.0,2.0]]"
"GOOD SHEPHERD SVCES/BEACON 45",1600236,PP,40.85843060,-73.88703930,"2502 LORILLARD PLACE BRONX, NY 10458",(718) 367-9577,PP,10,BX,10458,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SCAN @ MULLALY ACAD.PK.",1600242,PP,40.83051350,-73.92376720,"40 EAST 164TH STREET BRONX, NY 10452",(718) 590-5743,PP,09,BX,10452,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SCAN @LA GUARDIA",1600243,PP,40.79693040,-73.93707680,"307  EAST 116TH ST. NEW YORK, NY 10016",(212) 534-7800,PP,04,MN,10016,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SOUTHERN QUEENS PARK ASSOC",1600244,PP,40.68724380,-73.77213230,"177-01 BAISLEY BLVD JAMAICA, NY 11434",(718) 276-4630,PP,29,QN,11434,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"DECATUR-CLEARPOOL",1600246,PP,40.68170750,-73.93572240,"272 MACDONOUGH ST. BROOKLYN, NY 11233",(718) 453-7004,PP,16,BK,11233,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,4.0,5.11,0.0],[1.0,5.0,12.11,0.0]]"
"URBAN STRATEGIES FANNIE BA",1600248,PP,40.66034820,-73.91476390,"829 SARATOGA AVE SHELTER BROOKLYN, NY 11212",(718) 919-3600,PP,23,BK,11212,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"SCAN-N Y V P A A INC.",1600249,PP,40.76336800,-73.95924000,"2351 1ST AVE JHS45 RM154 NEW YORK, NY 10035",(212) 426-2000,PP,02,MN,10035,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SIC/PATHWAYS F.YOUTH-BCN. 201",1600250,PP,40.81559360,-73.88523770,"730 BRYANT AVE. BRONX, NY 10474",(718) 293-5454,PP,08,BX,10474,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"POLICE ATHLETIC LEAGUE-WYNN",1600258,PP,40.68698020,-73.94679760,"495 GATES AVENUE BROOKLYN, NY 11216",(718) 230-8477,PP,13,BK,11216,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"WEBSTER PAL",1600260,PP,40.85596290,-73.89616280,"2255 WEBSTER AVENUE BRONX, NY 10457",(718) 733-6748,PP,10,BX,10457,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"SIC/PATHWAYS F. YOUTH-P.S.152",1600263,PP,40.82379150,-73.88046650,"1007 EVERGREEN  AVENUE BRONX, NY 10473",(718) 828-4518,PP,08,BX,10473,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"LANA'S GYMNASTICS CLUB",1600267,PP,40.72752240,-73.82172910,"71-25 MAIN ST. FLUSHING, NY 11367",(718) 263-2121,PP,25,QN,11367,"[[0.0,0.0,0.0,1.0],[0.0,0.0,0.0,1.0],[1.0,3.0,5.11,1.0],[1.0,6.0,12.11,1.0]]"
"BAMBI DAY CARE IV",1600268,PP,40.62648030,-74.02632820,"405 81  STREET BROOKLYN, NY 11209",,PP,20,BK,11209,"[[0.0,0.0,0.0,2.0],[0.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"UNIVERSITY SETTLEMENT DAY CAMP",1600269,PP,40.72054780,-73.99051770,"184 ELDRIDGE ST. NEW YORK, NY 10002",,PP,01,MN,10002,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,6.0,12.11,2.0]]"
"BRONXWORKS ECLC",1600272,GD,40.83263980,-73.91877350,"1130 GRAND CONCOURSE BRONX, NY 10456",(718) 508-3054,FF,09,BX,10456,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,2.0,5.09,2.0],[0.0,0.0,0.0,2.0]]"
"SIC/SALEM COMMUNITY COUNCIL",1600273,PP,40.81200000,-73.94705300,"211 WEST 129 STREET NEW YORK, NY 10027",,PP,05,MN,10027,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"HIGHBRIDGE ADVSRY COUNCIL",1600274,PP,40.84434990,-73.91327090,"1594 TOWNSEND AVENUE BRONX, NY 10453",(718) 992-1321,PP,09,BX,10453,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"LITTLE FLOWER PREPARATORY SCHL",1600281,PP,40.66993900,-73.94331200,"755 EASTERN PARKWAY BROOKLYN, NY 11213",,PP,17,BK,11213,"[[0.0,0.0,0.0,2.0],[0.0,2.0,2.11,2.0],[1.0,2.08,5.11,2.0],[1.0,0.0,0.0,2.0]]"
"RBSCC THAP PS376K",1600284,PP,40.69804800,-73.92016600,"194  HARMEN STREET BROOKLYN, NY 11237",,PP,32,BK,11237,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"LATINO PASTORAL ACTION CTR",1600287,PP,40.84027680,-73.91865450,"14  WEST 170 STREET BRONX, NY 10452",(718) 681-2361,PP,09,BX,10452,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"CCB SCHOOL/5TH AVENUE",1600293,PP,40.63320840,-74.02135950,"6910 5 TH AVENUE  2ND FL. BROOKLYN, NY 11209",(718) 833-5555,PP,20,BK,11209,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"BROOKLYN COMMUNITY DCC",1600295,PP,40.69511580,-73.94360220,"266 THROOP AVE 1ST FL BROOKLYN, NY 11206",,PP,14,BK,11206,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,6.0,12.11,2.0]]"
"SPARKLES DAY CARE",1600296,PP,40.61631920,-73.97331730,"1363-67 EASTERN PARKWAY-2ND  BROOKLYN, NY 11233",,PP,21,BK,11233,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,6.0,2.0],[0.0,6.0,12.11,2.0]]"
"KIDS CIRCLE DAYCARE",1600303,PP,40.71909640,-73.80342660,"164-04 GOETHALS AVENUE JAMAICA, NY 11432",,PP,29,QN,11432,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"THE CHILDRENS AID SOCIETY",1600305,PP,40.78918240,-73.94929950,"130 EAST 101 STREET NEW YORK, NY 10029",(212) 348-2343,PP,04,MN,10029,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
"REV. CHARLES NESBITT MEM DCC",1600306,PP,40.68868100,-73.91735290,"1170 BUSHWICK AVE 1ST FL  BROOKLYN, NY 11221",(718) 455-2678,PP,32,BK,11221,"[[0.0,0.0,0.0,0.0],[1.0,2.0,2.11,0.0],[1.0,3.0,5.11,0.0],[0.0,0.0,0.0,0.0]]"
"POLICE ATH. LEAGUE HARLEM",1600307,PP,40.80694540,-73.95596360,"441 MANHATTAN AVE 1ST FL NEW YORK, NY 10026",(212) 665-8699,PP,03,MN,10026,"[[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[0.0,0.0,0.0,2.0],[1.0,5.0,12.11,2.0]]"
"GEORGE CONLIFFE CHILD CARE CTR",1600308,PP,40.67337830,-73.92884040,"1435 PROSPECT PLACE BROOKLYN, NY 11213",,PP,16,BK,11213,"[[0.0,0.0,0.0,0.0],[1.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0]]"
"OPPORTUNITIES FOR OTSEGO",1600310,PP,42.44531700,-75.08858600,"256-8 RIVER STREET ONEONTA, NY 13820",,PP,,OT,13820,"[[1.0,0.0,1.05,2.0],[1.0,1.06,2.11,2.0],[1.0,3.0,5.11,2.0],[0.0,0.0,0.0,2.0]]"
"ALL CHILDREN'S CHILD CARE CTR",1600311,PP,40.76289430,-73.92272340,"31-30 33RD STREET LONG ISLAND CIT, NY 11106",,PP,30,QN,11106,"[[0.0,0.0,0.0,2.0],[1.0,2.0,2.11,2.0],[1.0,3.0,5.11,2.0],[1.0,5.0,12.11,2.0]]"
"INTER F&S SUMMER DAY CAMP",1600312,PP,40.61895860,-74.00917450,"7714  13 AVENUE BROOKLYN, NY 11228",,PP,20,BK,11228,"[[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0],[1.0,6.0,12.11,0.0]]"
